Company_Name,Job Title,Location,Salary,Company_Rating,Job_Post_Age,Company_Size,Co_Founded_in,Company_Type,Industry,Sector,Revenue,Website,Data_Collected_on,Hourly,Min_Sal,Max_Sal,Average_Salary,State_Code,Age_of_Co,State_Name
Avient,Data Scientist,"Avon Lake, OH",$70K - $119K (Glassdoor est.),3.6,30d+,5001 to 10000 Employees,2020.0,Company - Public,Chemical Manufacturing,Manufacturing,$2 to $5 billion (USD),http://www.avient.com/,08-10-2021 18:25,0,70,119,94.5,OH,1.0,Ohio
Deloitte,Virtual Data Scientist - Solution Architect,"Cincinnati, OH",$94K - $172K (Glassdoor est.),4.0,1d,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,08-10-2021 18:25,0,94,172,133.0,OH,171.0,Ohio
Gathi Analytics,"Sr Data Analyst (Data domain, SQL queries)","Columbus, OH",$40 - $80 Per Hour(Employer est.),3.9,3d,Unknown,,Company - Private,,,Unknown / Non-Applicable,http://www.gathi.com/,08-10-2021 18:25,1,40,80,124.8,OH,,Ohio
ThorDrive Inc,Data scientist - Deep learning purpose,"Cincinnati, OH",$65K - $141K (Glassdoor est.),,30d+,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,http://www.thordrive.ai/,08-10-2021 18:25,0,65,141,103.0,OH,,Ohio
Abbott Laboratories,"Data Engineer (R&D) - Research Scientist - Nutrition - Columbus, OH","Columbus, OH",$63K - $143K (Glassdoor est.),3.9,30d+,10000+ Employees,1888.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),http://www.abbott.com/,08-10-2021 18:25,0,63,143,103.0,OH,133.0,Ohio
KPMG,"Senior Associate, Data Scientist","Columbus, OH",$64K - $103K (Glassdoor est.),3.9,23d,10000+ Employees,1987.0,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),http://www.kpmg.com/,08-10-2021 18:25,0,64,103,83.5,OH,34.0,Ohio
Progressive,Statistical (R&D) Analyst to Lead,"Mayfield, OH",$65K - $87K (Employer est.),3.9,30d+,10000+ Employees,1937.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),http://www.progressive.com/,08-10-2021 18:25,0,65,87,76.0,OH,84.0,Ohio
Miami University,Director for Center of Analytics & Data Science,"Oxford, OH",$62K - $120K (Glassdoor est.),4.1,1d,1001 to 5000 Employees,1809.0,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),http://www.miami.muohio.edu/,08-10-2021 18:25,0,62,120,91.0,OH,212.0,Ohio
Progressive,Data Analyst Senior to Lead - Remote,"Mayfield Heights, Cuyahoga, OH",$65K - $105K (Employer est.),3.9,6d,10000+ Employees,1937.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),http://www.progressive.com/,08-10-2021 18:25,0,65,105,85.0,OH,84.0,Ohio
New Relic,Lead Data Analyst/Scientist - Remote,"Cincinnati, OH",$67K - $124K (Glassdoor est.),3.9,30d+,1001 to 5000 Employees,2008.0,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),http://www.newrelic.com/,08-10-2021 18:25,0,67,124,95.5,OH,13.0,Ohio
IBM,Data Scientist,"Research Triangle Park, NC",$126K - $194K (Employer est.),3.9,24h,10000+ Employees,1911.0,Company - Public,IT Services,Information Technology,$10+ billion (USD),http://www.ibm.com/,08-10-2021 18:32,0,126,194,160.0,NC,110.0,North Carolina
Syngenta,R&D Scientist -Biological Data Analytics,"Greensboro, NC",$52K - $99K (Glassdoor est.),4.2,30d+,10000+ Employees,2000.0,Company - Private,Food Production,Agriculture & Forestry,$10 to $25 million (USD),http://www.syngenta.com/,08-10-2021 18:32,0,52,99,75.5,NC,21.0,North Carolina
Truist Financial,Data Scientist II,"Wilson, NC",$77K - $124K (Glassdoor est.),3.6,6d,10000+ Employees,2019.0,Company - Public,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,http://www.truist.com/,08-10-2021 18:32,0,77,124,100.5,NC,2.0,North Carolina
Durham County,DATA SCIENTIST,"Durham, NC",$65K - $117K (Employer est.),3.4,27d,51 to 200 Employees,,Government,Municipal Governments,Government,$1 to $5 million (USD),http://www.dconc.gov/,08-10-2021 18:32,0,65,117,91.0,NC,,North Carolina
Novant Health,Data Scientist,"Charlotte, NC",$74K - $147K (Glassdoor est.),3.0,30d+,501 to 1000 Employees,1956.0,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),http://www.novanthealthuva.org/,08-10-2021 18:32,0,74,147,110.5,NC,65.0,North Carolina
Vantaca,Data Scientist,"Wilmington, NC",$62K - $115K (Glassdoor est.),3.6,30d+,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,http://www.vantaca.com/,08-10-2021 18:32,0,62,115,88.5,NC,,North Carolina
Comcentric,Senior Data Scientist,"Charlotte, NC",$86K - $167K (Glassdoor est.),4.8,24h,1 to 50 Employees,,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),http://www.comcentric.com/,08-10-2021 18:32,0,86,167,126.5,NC,,North Carolina
Deloitte,Data Scientist,"Raleigh, NC",$72K - $143K (Glassdoor est.),4.0,30d+,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,08-10-2021 18:32,0,72,143,107.5,NC,171.0,North Carolina
Bank of America,Data Scientist II,"Charlotte, NC",$81K - $135K (Glassdoor est.),4.0,2d,10000+ Employees,1904.0,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.bankofamerica.com/,08-10-2021 18:32,0,81,135,108.0,NC,117.0,North Carolina
Sift Media,Data Scientist,"Durham, NC",$83K - $183K (Glassdoor est.),,6d,,,,,,,,08-10-2021 18:32,0,83,183,133.0,NC,,North Carolina
Syngenta,Machine Learning Scientist,"Durham, NC",$62K - $121K (Glassdoor est.),4.2,30d+,10000+ Employees,2000.0,Company - Private,Food Production,Agriculture & Forestry,$10 to $25 million (USD),http://www.syngenta.com/,08-10-2021 18:32,0,62,121,91.5,NC,21.0,North Carolina
Hewlett Packard Enterprise,Data Science New Graduate,"Durham, NC",$80K - $176K (Glassdoor est.),4.0,15d,10000+ Employees,2015.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,http://www.hpe.com/careers,08-10-2021 18:32,0,80,176,128.0,NC,6.0,North Carolina
Bank of America,Data Scientist I - Graph Analytics,"Charlotte, NC",$75K - $138K (Glassdoor est.),4.0,6d,10000+ Employees,1904.0,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.bankofamerica.com/,08-10-2021 18:32,0,75,138,106.5,NC,117.0,North Carolina
Freemind Solutions,Data Scientist / BigData Engineer,"Raleigh, NC",$70 - $75 Per Hour(Employer est.),,14d,Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.freemindsolutions.com/,08-10-2021 18:32,1,70,75,150.8,NC,,North Carolina
Credit Suisse,Business Intelligence Analyst/ Data Scientist,"Raleigh, NC",$58K - $120K (Glassdoor est.),3.9,30d+,10000+ Employees,1856.0,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),http://www.credit-suisse.com/,08-10-2021 18:32,0,58,120,89.0,NC,165.0,North Carolina
Truist Financial,"Data Scientist I - Atlanta, GA or Charlotte, NC","Charlotte, NC",$70K - $160K (Glassdoor est.),3.6,8d,10000+ Employees,2019.0,Company - Public,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,http://www.truist.com/,08-10-2021 18:32,0,70,160,115.0,NC,2.0,North Carolina
nCino,Data Scientist - Wilmington,"Wilmington, NC",$49K - $98K (Glassdoor est.),4.7,2d,1001 to 5000 Employees,2012.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),http://www.ncino.com/,08-10-2021 18:32,0,49,98,73.5,NC,9.0,North Carolina
Xylem,Data Scientist (Remote),"Raleigh, NC",$59K - $105K (Glassdoor est.),3.6,30d+,10000+ Employees,2011.0,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),http://www.xylem.com/,08-10-2021 18:32,0,59,105,82.0,NC,10.0,North Carolina
Syngenta,Applied Data Scientist Vegetables Americas,"Durham, NC",$53K - $114K (Glassdoor est.),4.2,30d+,10000+ Employees,2000.0,Company - Private,Food Production,Agriculture & Forestry,$10 to $25 million (USD),http://www.syngenta.com/,08-10-2021 18:32,0,53,114,83.5,NC,21.0,North Carolina
avidxchange,Senior Data Scientist,"Charlotte, NC",$82K - $134K (Glassdoor est.),3.5,1d,1001 to 5000 Employees,2000.0,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),http://www.avidxchange.com/about/careers,08-10-2021 18:32,0,82,134,108.0,NC,21.0,North Carolina
Samurai Hire,Data Scientist,"Raleigh, NC",$67K - $134K (Glassdoor est.),,30d+,Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.samuraihire.com/,08-10-2021 18:32,0,67,134,100.5,NC,,North Carolina
PPD,DATA SCIENTIST,"Wilmington, NC",$61K - $112K (Glassdoor est.),3.9,30d+,10000+ Employees,1985.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),http://www.ppd.com/,08-10-2021 18:32,0,61,112,86.5,NC,36.0,North Carolina
Fuzzy Logix,Data Scientist,"Charlotte, NC",$67K - $125K (Glassdoor est.),,30d+,1 to 50 Employees,2007.0,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),http://www.fuzzylogix.com/,08-10-2021 18:32,0,67,125,96.0,NC,14.0,North Carolina
Booz Allen Hamilton,Data Scientist,"Camp Lejeune, NC",$70K - $113K (Glassdoor est.),4.2,7d,10000+ Employees,1914.0,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),http://www.boozallen.com/,08-10-2021 18:32,0,70,113,91.5,NC,107.0,North Carolina
MetLife,Senior Data Scientist,"Cary, NC",$82K - $128K (Glassdoor est.),3.9,9d,10000+ Employees,1868.0,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),http://www.metlife.com/,08-10-2021 18:32,0,82,128,105.0,NC,153.0,North Carolina
Infinia ML,Data Scientist,"Durham, NC",$66K - $120K (Glassdoor est.),,10d,1 to 50 Employees,2017.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,http://www.infiniaml.com/,08-10-2021 18:32,0,66,120,93.0,NC,4.0,North Carolina
KBI Biopharma,Data Reviewer/Senior Research Associate/Associate Scientist,"Durham, NC",$58K - $100K (Glassdoor est.),3.3,16d,1001 to 5000 Employees,1996.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,http://www.kbibiopharma.com/,08-10-2021 18:32,0,58,100,79.0,NC,25.0,North Carolina
Vanguard,Senior Data Scientist,"Charlotte, NC",$88K - $142K (Glassdoor est.),3.6,30d+,10000+ Employees,1975.0,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,http://www.vanguard.com/,08-10-2021 18:32,0,88,142,115.0,NC,46.0,North Carolina
Itron,Senior Data Scientist,"Raleigh, NC",$92K - $179K (Glassdoor est.),3.9,30d,5001 to 10000 Employees,1977.0,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),http://www.itron.com/,08-10-2021 18:32,0,92,179,135.5,NC,44.0,North Carolina
ConcertAI,Senior Data Scientist,"Raleigh, NC",$78K - $143K (Glassdoor est.),3.5,30d+,501 to 1000 Employees,2018.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,http://www.concertai.com/,08-10-2021 18:32,0,78,143,110.5,NC,3.0,North Carolina
Cisco Systems,"Data Scientist, Market Insights Group","Research Triangle Park, NC",$100K - $160K (Glassdoor est.),4.3,2d,10000+ Employees,1984.0,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),http://www.cisco.com/,08-10-2021 18:32,0,100,160,130.0,NC,37.0,North Carolina
Allscripts,Expert Data Scientist - Life Science Analytics (Remote),"Raleigh, NC",$59K - $120K (Glassdoor est.),3.8,30d+,5001 to 10000 Employees,1986.0,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),http://www.allscripts.com/,08-10-2021 18:32,0,59,120,89.5,NC,35.0,North Carolina
Sia Partners,Data Scientist,"Charlotte, NC",$74K - $139K (Glassdoor est.),3.9,1d,1001 to 5000 Employees,1999.0,Company - Private,Consulting,Business Services,$100 to $500 million (USD),http://www.sia-partners.com/,08-10-2021 18:32,0,74,139,106.5,NC,22.0,North Carolina
Truist Financial,Data Scientist,"Charlotte, NC",$78K - $153K (Glassdoor est.),3.6,20d,10000+ Employees,2019.0,Company - Public,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,http://www.truist.com/,08-10-2021 18:32,0,78,153,115.5,NC,2.0,North Carolina
Deloitte,Data Scientist - Sensing & Shaping,"Charlotte, NC",$75K - $135K (Glassdoor est.),4.0,30d+,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,08-10-2021 18:32,0,75,135,105.0,NC,171.0,North Carolina
Indeed,Staff Product Scientist - Monetization,North Carolina,$147K - $213K (Employer est.),4.4,1d,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),http://www.indeed.com/,08-10-2021 18:32,0,147,213,180.0,NC,17.0,North Carolina
Fidelity Investments,Senior Data Scientist,"Durham, NC",$82K - $161K (Glassdoor est.),4.2,12d,10000+ Employees,1946.0,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),http://www.fidelitycareers.com/,08-10-2021 18:32,0,82,161,121.5,NC,75.0,North Carolina
Centene Corporation,Data Scientist/Machine Learning Engineer,"Charlotte, NC",$74K - $129K (Glassdoor est.),3.4,15d,10000+ Employees,1984.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),http://www.centene.com/,08-10-2021 18:32,0,74,129,101.5,NC,37.0,North Carolina
KPMG,"Associate, Operations Research Data Scientist","Raleigh, NC",$71K - $125K (Glassdoor est.),3.9,23d,10000+ Employees,1987.0,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),http://www.kpmg.com/,08-10-2021 18:32,0,71,125,98.0,NC,34.0,North Carolina
"Xilis, Inc.","Data Scientist, Biological Data","Durham, NC",$62K - $118K (Glassdoor est.),5.0,28d,1 to 50 Employees,2019.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,http://www.xilis.com/,08-10-2021 18:32,0,62,118,90.0,NC,2.0,North Carolina
Atrium Health,Data Scientist - Strategic Workforce Planning - FT Remote,"Charlotte, NC",$53K - $96K (Glassdoor est.),3.8,2d,10000+ Employees,1943.0,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),http://www.atriumhealth.org/,08-10-2021 18:32,0,53,96,74.5,NC,78.0,North Carolina
Deloitte,Virtual Senior Data Scientist,"Charlotte, NC",$77K - $132K (Glassdoor est.),4.0,30d+,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,08-10-2021 18:32,0,77,132,104.5,NC,171.0,North Carolina
Lowe's,Data Scientist - Loyalty Analytics,"Charlotte, NC",$56K - $111K (Glassdoor est.),3.4,23d,10000+ Employees,1921.0,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),http://jobs.lowes.com/,08-10-2021 18:32,0,56,111,83.5,NC,100.0,North Carolina
Valassis,Principal Data Scientist,"Morrisville, NC",$86K - $158K (Glassdoor est.),3.6,27d,5001 to 10000 Employees,,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,http://www.vericast.com/,08-10-2021 18:32,0,86,158,122.0,NC,,North Carolina
Deloitte,Virtual Data Scientist - Solution Architect,"Charlotte, NC",$96K - $182K (Glassdoor est.),4.0,1d,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,08-10-2021 18:32,0,96,182,139.0,NC,171.0,North Carolina
"GRAIL, Inc.",Data Scientist II (Laboratory Operations),"Raleigh, NC",$57K - $124K (Glassdoor est.),3.7,13d,201 to 500 Employees,2016.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,http://www.grailbio.com/,08-10-2021 18:32,0,57,124,90.5,NC,5.0,North Carolina
RELX,Senior Data Scientist II,"Raleigh, NC",$71K - $120K (Glassdoor est.),3.0,6d,1001 to 5000 Employees,1968.0,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$1 to $2 billion (USD),http://www.rxglobal.com/,08-10-2021 18:32,0,71,120,95.5,NC,53.0,North Carolina
Advance Auto Parts,Data Scientist,"Raleigh, NC",$69K - $116K (Glassdoor est.),3.4,30d+,10000+ Employees,1932.0,Company - Public,Automotive Parts & Accessories Stores,Retail,$5 to $10 billion (USD),http://www.advanceautoparts.jobs/,08-10-2021 18:32,0,69,116,92.5,NC,89.0,North Carolina
IBM,"Product Support, Real World Data - EMR","Research Triangle Park, NC",$132K - $239K (Employer est.),3.9,9d,10000+ Employees,1911.0,Company - Public,IT Services,Information Technology,$10+ billion (USD),http://www.ibm.com/,08-10-2021 18:32,0,132,239,185.5,NC,110.0,North Carolina
Fidelity Investments,Data Scientist – Natural Language Processing and Document Automation,"Durham, NC",$46K - $80K (Glassdoor est.),4.2,30d+,10000+ Employees,1946.0,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),http://www.fidelitycareers.com/,08-10-2021 18:32,0,46,80,63.0,NC,75.0,North Carolina
Deloitte,Strategic Analytics Lead Data Scientist,"Raleigh, NC",$86K - $142K (Glassdoor est.),4.0,15d,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,08-10-2021 18:32,0,86,142,114.0,NC,171.0,North Carolina
"Amazon Web Services, Inc.",Senior Data Scientist - Nationwide Opportunities,"Durham, NC",$116K (Employer est.),3.8,30d+,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,08-10-2021 18:32,0,116,116,116.0,NC,27.0,North Carolina
Fidelity Investments,Data Scientist – Natural Language Processing and Document Automation,"Durham, NC",$46K - $80K (Glassdoor est.),4.2,30d+,10000+ Employees,1946.0,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),http://www.fidelitycareers.com/,08-10-2021 18:32,0,46,80,63.0,NC,75.0,North Carolina
Atrium Health,Data Scientist - Strategic Workforce Planning - FT Remote,"Charlotte, NC",$53K - $96K (Glassdoor est.),3.8,2d,10000+ Employees,1943.0,Hospital,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),http://www.atriumhealth.org/,08-10-2021 18:32,0,53,96,74.5,NC,78.0,North Carolina
Deloitte,Virtual Data Scientist - Solution Architect,"Charlotte, NC",$96K - $182K (Glassdoor est.),4.0,1d,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,08-10-2021 18:32,0,96,182,139.0,NC,171.0,North Carolina
Indeed,Staff Product Scientist - Monetization,North Carolina,$147K - $213K (Employer est.),4.4,1d,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),http://www.indeed.com/,08-10-2021 18:32,0,147,213,180.0,NC,17.0,North Carolina
Valassis,Principal Data Scientist,"Morrisville, NC",$86K - $158K (Glassdoor est.),3.6,27d,5001 to 10000 Employees,,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,http://www.vericast.com/,08-10-2021 18:32,0,86,158,122.0,NC,,North Carolina
"GRAIL, Inc.",Data Scientist II (Laboratory Operations),"Raleigh, NC",$57K - $124K (Glassdoor est.),3.7,13d,201 to 500 Employees,2016.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,http://www.grailbio.com/,08-10-2021 18:32,0,57,124,90.5,NC,5.0,North Carolina
KPMG,"Associate, Operations Research Data Scientist","Raleigh, NC",$71K - $125K (Glassdoor est.),3.9,23d,10000+ Employees,1987.0,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),http://www.kpmg.com/,08-10-2021 18:32,0,71,125,98.0,NC,34.0,North Carolina
Fidelity Investments,Senior Data Scientist,"Durham, NC",$82K - $161K (Glassdoor est.),4.2,12d,10000+ Employees,1946.0,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),http://www.fidelitycareers.com/,08-10-2021 18:32,0,82,161,121.5,NC,75.0,North Carolina
