Company_Name,Job Title,Location,Salary,Company_Rating,Job_Post_Age,Company_Size,Co_Founded_in,Company_Type,Industry,Sector,Revenue,Website,Data_Collected_on,Hourly,Min_Sal,Max_Sal,Average_Salary,State_Code,Age_of_Co,State_Name
Salesforce,Machine Learning/Data Science Engineer,"Bellevue, WA",$82K (Employer est.),4.4,30d+,10000+ Employees,1999.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),http://www.salesforce.com/,07-10-2021 23:31,0,82,82,82.0,WA,22.0,Washington
TikTok,Data Scientist - TikTok Ads,"Seattle, WA",$96K - $209K (Glassdoor est.),3.6,30d+,501 to 1000 Employees,2016.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,http://www.tiktok.com/,07-10-2021 23:31,0,96,209,152.5,WA,5.0,Washington
"CSAA Insurance Group, a AAA Insurer",Data Scientist,"Seattle, WA",$105K - $123K (Employer est.),3.7,8d,1001 to 5000 Employees,1914.0,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,http://careers.csaa-insurance.aaa.com/,07-10-2021 23:31,0,105,123,114.0,WA,107.0,Washington
Pacific Northwest National Laboratory,Mathematical Data Scientist 2,"Seattle, WA",$72K - $133K (Glassdoor est.),4.1,7d,1001 to 5000 Employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),http://www.pnnl.gov/,07-10-2021 23:31,0,72,133,102.5,WA,56.0,Washington
Submittable,Machine Learning Engineer,"Seattle, WA",$73K - $133K (Glassdoor est.),3.1,30d+,51 to 200 Employees,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),http://www.submittable.com/,07-10-2021 23:31,0,73,133,103.0,WA,11.0,Washington
iconvergence,Data Science Analyst,"Redmond, WA",$77K - $120K (Employer est.),,30d+,,,,,,,,07-10-2021 23:31,0,77,120,98.5,WA,,Washington
Rice University,Data Scientist,"Houston, TX",$44K - $57K (Employer est.),4.5,12d,1001 to 5000 Employees,1912.0,College / University,Colleges & Universities,Education,$100 to $500 million (USD),http://www.rice.edu/,07-10-2021 23:42,0,44,57,50.5,TX,109.0,Texas
"Baylor Miraca Genetics Laboratories, LLC",Data Scientist,"Houston, TX",$72K - $141K (Glassdoor est.),2.6,5d,201 to 500 Employees,2015.0,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),http://www.baylorgenetics.com/,07-10-2021 23:42,0,72,141,106.5,TX,6.0,Texas
Microsoft,Data & Applied Scientist,"Houston, TX",$66K - $142K (Glassdoor est.),4.4,30d+,10000+ Employees,1975.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),http://www.microsoft.com/,07-10-2021 23:42,0,66,142,104.0,TX,46.0,Texas
Schlumberger,Data Scientist,"Houston, TX",$71K - $123K (Glassdoor est.),3.8,8d,10000+ Employees,1926.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$10+ billion (USD),http://www.slb.com/,07-10-2021 23:42,0,71,123,97.0,TX,95.0,Texas
Valsatech Corp,"Data Scientist || Houston, TX || Contract Role","Houston, TX",$70 - $80 Per Hour(Employer est.),3.8,28d,1 to 50 Employees,,Company - Private,,,Less than $1 million (USD),http://www.valsatech.com/,07-10-2021 23:42,1,70,80,156.0,TX,,Texas
e a -Learn Company,Data Scientist,"Houston, TX",$75K - $183K (Employer est.),,15d,,,,,,,,07-10-2021 23:42,0,75,183,129.0,TX,,Texas
Deloitte,Data Scientist,"Houston, TX",$76K - $129K (Glassdoor est.),4.0,15d,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,07-10-2021 23:42,0,76,129,102.5,TX,171.0,Texas
Amazon.com Services LLC,Data Scientist,"Houston, TX",$85K - $159K (Glassdoor est.),3.8,30d+,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,07-10-2021 23:42,0,85,159,122.0,TX,27.0,Texas
HP,Data Scientist,"Spring, TX",$81K - $142K (Glassdoor est.),4.2,30d+,10000+ Employees,1939.0,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,https://jobs.hp.com/,07-10-2021 23:42,0,81,142,111.5,TX,82.0,Texas
Microsoft,Sr Data & Applied Scientist,"Houston, TX",$79K - $156K (Glassdoor est.),4.4,9d,10000+ Employees,1975.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),http://www.microsoft.com/,07-10-2021 23:42,0,79,156,117.5,TX,46.0,Texas
WALT Labs,Data Scientist,"Spring, TX",$72K - $90K (Employer est.),,30d+,,,,,,,,07-10-2021 23:42,0,72,90,81.0,TX,,Texas
Equinor US Operations LLC,Data Scientist,"Houston, TX",$90K - $184K (Glassdoor est.),3.7,22d,10000+ Employees,1972.0,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),http://www.equinor.com/,07-10-2021 23:42,0,90,184,137.0,TX,49.0,Texas
Life Time,Sports Statistician,"Houston, TX",$49K - $114K (Glassdoor est.),3.7,30d+,10000+ Employees,1992.0,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$1 to $2 billion (USD),http://www.lifetimefitness.com/,07-10-2021 23:42,0,49,114,81.5,TX,29.0,Texas
Pace Analytical Services LLC,Scientist 2 (Data Review),"Houston, TX",$43K - $102K (Glassdoor est.),3.2,14d,1001 to 5000 Employees,1978.0,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),http://www.pacelabs.com/,07-10-2021 23:42,0,43,102,72.5,TX,43.0,Texas
Baylor Genetics,Clinical Data Scientist,"Houston, TX",$61K - $121K (Glassdoor est.),2.6,26d,201 to 500 Employees,2015.0,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),http://www.baylorgenetics.com/,07-10-2021 23:42,0,61,121,91.0,TX,6.0,Texas
Houston Methodist,Data Scientist,"Houston, TX",$63K - $116K (Glassdoor est.),4.2,23d,10000+ Employees,1919.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,http://www.houstonmethodistcareers.org/,07-10-2021 23:42,0,63,116,89.5,TX,102.0,Texas
Selene Finance,DATA SCIENTIST,"Houston, TX",$74K - $131K (Glassdoor est.),3.2,23d,501 to 1000 Employees,2007.0,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),http://www.selenefinance.com/,07-10-2021 23:42,0,74,131,102.5,TX,14.0,Texas
Logic20/20,Junior Data Scientist - Data Analyses,"Houston, TX",$60K - $114K (Glassdoor est.),3.6,7d,201 to 500 Employees,2005.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),http://www.logic2020.com/,07-10-2021 23:42,0,60,114,87.0,TX,16.0,Texas
AIG,"Data Scientist, Competitive Marketing Intelligence","Houston, TX",$66K - $126K (Glassdoor est.),3.6,30d+,10000+ Employees,1919.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),http://www.aig.com/,07-10-2021 23:42,0,66,126,96.0,TX,102.0,Texas
Aspen Technology,Data Scientist,"Houston, TX",$68K - $122K (Glassdoor est.),3.0,30d+,1001 to 5000 Employees,1981.0,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD),http://www.aspentech.com/,07-10-2021 23:42,0,68,122,95.0,TX,40.0,Texas
Aramco Services Company,Data Scientist (611659),"Houston, TX",$64K - $142K (Glassdoor est.),3.3,30d+,201 to 500 Employees,1988.0,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD),http://americas.aramco.com/,07-10-2021 23:42,0,64,142,103.0,TX,33.0,Texas
Worley,Senior Data Scientist and Digital Twin Advisor,"Houston, TX",$79K - $169K (Glassdoor est.),3.6,22d,10000+ Employees,1971.0,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD),http://www.worley.com/,07-10-2021 23:42,0,79,169,124.0,TX,50.0,Texas
BrainCheck Inc.,Data Scientist/Biostatistician,"Houston, TX",$60K - $110K (Glassdoor est.),4.4,30d+,1 to 50 Employees,2015.0,Unknown,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,http://www.braincheck.com/,07-10-2021 23:42,0,60,110,85.0,TX,6.0,Texas
Deloitte,"Forensics, Data Scientist","Houston, TX",$76K - $131K (Glassdoor est.),4.0,30d+,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,07-10-2021 23:42,0,76,131,103.5,TX,171.0,Texas
Deloitte,Virtual Data Scientist - Solution Architect,"Houston, TX",$95K - $177K (Glassdoor est.),4.0,24h,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,07-10-2021 23:42,0,95,177,136.0,TX,171.0,Texas
Hexion Inc.,Supply Chain Data Scientist,"Houston, TX",$65K - $115K (Glassdoor est.),3.9,30d+,1001 to 5000 Employees,1899.0,Company - Private,Chemical Manufacturing,Manufacturing,$2 to $5 billion (USD),http://www.hexion.com/,07-10-2021 23:42,0,65,115,90.0,TX,122.0,Texas
Castleton Commodities International,Data Science Analyst,"Houston, TX",$60K - $129K (Glassdoor est.),2.9,16d,501 to 1000 Employees,,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),http://www.cci.com/,07-10-2021 23:42,0,60,129,94.5,TX,,Texas
"C&S Wholesale Grocers, Inc.",Lead Data Scientist,"Houston, TX",$86K - $171K (Glassdoor est.),3.0,15d,10000+ Employees,1918.0,Company - Private,Wholesale,Business Services,$10+ billion (USD),http://www.weselectthebest.com/,07-10-2021 23:42,0,86,171,128.5,TX,103.0,Texas
skapare,Data Scientist,"Dallas, TX",$45 - $60 Per Hour(Employer est.),,24h,,,,,,,,07-10-2021 23:57,1,45,60,109.2,TX,,Texas
Aezion In,Data Scientist,"Dallas, TX",$32 - $50 Per Hour(Employer est.),3.6,14d,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,http://www.aezion.com/,07-10-2021 23:57,1,32,50,85.28,TX,,Texas
Federal Reserve Bank of Dallas,Data Scientist/Credit Risk Analyst,"Dallas, TX",$62K - $125K (Glassdoor est.),4.5,14d,1001 to 5000 Employees,1914.0,Company - Public,Banks & Credit Unions,Finance,Unknown / Non-Applicable,http://www.dallasfed.org/,07-10-2021 23:57,0,62,125,93.5,TX,107.0,Texas
Amazon.com Services LLC,Data Scientist,"Dallas, TX",$82K - $158K (Glassdoor est.),3.8,2d,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,07-10-2021 23:57,0,82,158,120.0,TX,27.0,Texas
Southern Glazer’s Wine and Spirits,Data Scientist,"Dallas, TX",$74K - $139K (Glassdoor est.),3.6,21d,10000+ Employees,1968.0,Company - Private,Wholesale,Business Services,$10+ billion (USD),https://jobs.southernglazers.com/,07-10-2021 23:57,0,74,139,106.5,TX,53.0,Texas
Shopify,"Staff Data Scientist (Remote, United States)","Dallas, TX",$73K - $185K (Glassdoor est.),4.2,6d,5001 to 10000 Employees,2006.0,Company - Public,Internet,Information Technology,$1 to $2 billion (USD),http://www.shopify.com/,07-10-2021 23:57,0,73,185,129.0,TX,15.0,Texas
PepsiCo,Data Scientist,"Plano, TX",$76K - $124K (Glassdoor est.),3.9,12d,10000+ Employees,1965.0,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),http://www.pepsico.com/,07-10-2021 23:57,0,76,124,100.0,TX,56.0,Texas
Vastek Inc.,Data Scientist,"Dallas, TX",$27 Per Hour(Employer est.),4.2,30d+,51 to 200 Employees,,Contract,,,$1 to $5 million (USD),http://www.vastekgroup.com/,07-10-2021 23:57,1,27,27,56.16,TX,,Texas
Neiman Marcus,Data Scientist,"Dallas, TX",$71K - $127K (Glassdoor est.),3.3,20d,10000+ Employees,1907.0,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$5 to $10 billion (USD),http://www.neimanmarcus.com/,07-10-2021 23:57,0,71,127,99.0,TX,114.0,Texas
"JPMorgan Chase Bank, N.A.",Data Scientist - Corporate Technology,"Plano, TX",$74K - $152K (Glassdoor est.),3.6,3d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,07-10-2021 23:57,0,74,152,113.0,TX,222.0,Texas
PepsiCo,Senior Data Scientist,"Plano, TX",$88K - $133K (Glassdoor est.),3.9,24h,10000+ Employees,1965.0,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),http://www.pepsico.com/,07-10-2021 23:57,0,88,133,110.5,TX,56.0,Texas
Deloitte,Data Scientist,"Dallas, TX",$76K - $130K (Glassdoor est.),4.0,15d,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,07-10-2021 23:57,0,76,130,103.0,TX,171.0,Texas
Parkland Health and Hospital System,Data & Applied Scientist- PCCI,"Dallas, TX",$50K - $100K (Glassdoor est.),3.7,30d+,5001 to 10000 Employees,1894.0,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),http://www.parklandhospital.com/,07-10-2021 23:57,0,50,100,75.0,TX,127.0,Texas
Gartner,Data Scientist,"Irving, TX",$74K - $127K (Glassdoor est.),3.8,30d+,10000+ Employees,1979.0,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),http://jobs.gartner.com/,07-10-2021 23:57,0,74,127,100.5,TX,42.0,Texas
"Cinemark USA, Inc",Data Scientist,"Plano, TX",$72K - $149K (Glassdoor est.),3.6,30d+,10000+ Employees,1984.0,Company - Public,Movie Theaters,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),http://www.work4cinemark.com/,07-10-2021 23:57,0,72,149,110.5,TX,37.0,Texas
Data Patterns,Data Scientist,"Dallas, TX",$62K - $146K (Employer est.),,30d+,,,,,,,,07-10-2021 23:57,0,62,146,104.0,TX,,Texas
Synergy Global Technologies Inc.,Data Scientist,"Dallas, TX",$70K - $145K (Glassdoor est.),4.4,12d,51 to 200 Employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),http://www.synergygti.com/,07-10-2021 23:57,0,70,145,107.5,TX,,Texas
Citi,"Entry-Level Data Positions (Data Engineer, Machine Learning & Visualization)","Irving, TX",$73K - $149K (Glassdoor est.),3.9,30d+,10000+ Employees,1812.0,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),http://www.citigroup.com/,07-10-2021 23:57,0,73,149,111.0,TX,209.0,Texas
AT&T,Senior Data Scientist,"Dallas, TX",$74K - $136K (Glassdoor est.),3.7,30d+,,,,,,,,07-10-2021 23:57,0,74,136,105.0,TX,,Texas
Selene Finance,Data Scientist,"Dallas, TX",$65K - $124K (Glassdoor est.),3.2,23d,501 to 1000 Employees,2007.0,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),http://www.selenefinance.com/,07-10-2021 23:57,0,65,124,94.5,TX,14.0,Texas
Laptop Zone,Machine Learning Ops Engineer,"Dallas, TX",$80 - $100 Per Hour(Employer est.),,24h,,,,,,,,07-10-2021 23:57,1,80,100,187.2,TX,,Texas
Lucid,Data Scientist,"Dallas, TX",$72K - $145K (Glassdoor est.),2.6,8d,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,http://www.lucidcam.com/,07-10-2021 23:57,0,72,145,108.5,TX,,Texas
Sonder,Pricing Data Scientist,"Dallas, TX",$59K - $110K (Glassdoor est.),3.2,30d+,501 to 1000 Employees,2014.0,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,http://www.sonder.com/,07-10-2021 23:57,0,59,110,84.5,TX,7.0,Texas
Citi,Data Scientist-CX Analytics,"Irving, TX",$77K - $141K (Glassdoor est.),3.9,20d,10000+ Employees,1812.0,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),http://www.citigroup.com/,07-10-2021 23:57,0,77,141,109.0,TX,209.0,Texas
Ad hoc Research,Data Scientist,"Plano, TX",$70K - $140K (Glassdoor est.),,27d,1 to 50 Employees,,Company - Public,,,Unknown / Non-Applicable,http://www.ad-hocresearch.com/,07-10-2021 23:57,0,70,140,105.0,TX,,Texas
GameStop,Data Scientist,"Grapevine, TX",$64K - $124K (Glassdoor est.),2.9,30d+,10000+ Employees,2000.0,Company - Public,Toy & Hobby Stores,Retail,$5 to $10 billion (USD),http://www.gamestop.com/,07-10-2021 23:57,0,64,124,94.0,TX,21.0,Texas
GameStop,Ecom Fraud Data Scientist,"Grapevine, TX",$61K - $143K (Glassdoor est.),2.9,8d,10000+ Employees,2000.0,Company - Public,Toy & Hobby Stores,Retail,$5 to $10 billion (USD),http://www.gamestop.com/,07-10-2021 23:57,0,61,143,102.0,TX,21.0,Texas
GameStop,Lead Data Scientist,"Grapevine, TX",$69K - $133K (Glassdoor est.),2.9,1d,10000+ Employees,2000.0,Company - Public,Toy & Hobby Stores,Retail,$5 to $10 billion (USD),http://www.gamestop.com/,07-10-2021 23:57,0,69,133,101.0,TX,21.0,Texas
Altice,Data Scientist,"Plano, TX",$70K - $125K (Glassdoor est.),2.9,30d+,10000+ Employees,,Company - Public,,,Unknown / Non-Applicable,http://www.alticeusa.com/,07-10-2021 23:57,0,70,125,97.5,TX,,Texas
Sam's Club,Data Scientist - Sam's Club,"Dallas, TX",$62K - $125K (Glassdoor est.),3.3,24h,10000+ Employees,1983.0,Subsidiary or Business Segment,General Merchandise & Superstores,Retail,$10+ billion (USD),http://www.samsclub.com/,07-10-2021 23:57,0,62,125,93.5,TX,38.0,Texas
Avodah,Data Scientist,"Southlake, TX",$62K - $129K (Glassdoor est.),5.0,29d,1 to 50 Employees,2019.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),http://www.avodahmed.ai/,07-10-2021 23:57,0,62,129,95.5,TX,2.0,Texas
AustinCSI,Data Scientist,"Plano, TX",$75K - $154K (Glassdoor est.),3.4,22d,51 to 200 Employees,2007.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,http://www.austincsi.com/,07-10-2021 23:57,0,75,154,114.5,TX,14.0,Texas
"JPMorgan Chase Bank, N.A.",Modernization Data Scientist/Visualization,"Plano, TX",$71K - $127K (Glassdoor est.),3.6,20d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,07-10-2021 23:57,0,71,127,99.0,TX,222.0,Texas
Toyota,"Manager, Data Scientist","Plano, TX",$86K - $175K (Glassdoor est.),3.9,15d,10000+ Employees,1957.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),http://www.toyota.com/usa/careers,07-10-2021 23:57,0,86,175,130.5,TX,64.0,Texas
Ericsson,Data Engineer,"Plano, TX",$73K - $149K (Glassdoor est.),4.0,2d,10000+ Employees,1876.0,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),http://www.ericsson.com/,07-10-2021 23:57,0,73,149,111.0,TX,145.0,Texas
JLL,Data Scientist,"Allen, TX",$71K - $126K (Glassdoor est.),3.9,26d,10000+ Employees,,Company - Public,Real Estate,Real Estate,$5 to $10 billion (USD),http://www.jll.com/,07-10-2021 23:57,0,71,126,98.5,TX,,Texas
Texas Capital Bank,Data Scientist,"Richardson, TX",$75K - $156K (Glassdoor est.),3.1,30d+,1001 to 5000 Employees,1998.0,Company - Public,Banks & Credit Unions,Finance,Unknown / Non-Applicable,http://www.texascapitalbank.com/,07-10-2021 23:57,0,75,156,115.5,TX,23.0,Texas
Alagar,Data Scientist,"Plano, TX",$74K - $145K (Glassdoor est.),,30d+,51 to 200 Employees,,College / University,,,Unknown / Non-Applicable,http://saace.ac.in/,07-10-2021 23:57,0,74,145,109.5,TX,,Texas
"JPMorgan Chase Bank, N.A.",Machine Learning & Data Engineer,"Plano, TX",$76K - $131K (Glassdoor est.),3.6,27d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,07-10-2021 23:57,0,76,131,103.5,TX,222.0,Texas
Gurutech Solutions,Data Scientist,"Dallas, TX",$69K - $142K (Glassdoor est.),,30d+,,,,,,,http://www.gurutech-solutions.com/,07-10-2021 23:57,0,69,142,105.5,TX,,Texas
nFolks Ltd,Machine Learning Data Engineer,"Dallas, TX",$67K - $133K (Glassdoor est.),4.1,30d+,1 to 50 Employees,,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),http://www.nfolks.net/,07-10-2021 23:57,0,67,133,100.0,TX,,Texas
Acara Solutions,Data Scientist,"Dallas, TX",$120K - $130K (Employer est.),3.0,8d,10000+ Employees,1957.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,http://www.acarasolutions.com/,07-10-2021 23:57,0,120,130,125.0,TX,64.0,Texas
"CSAA Insurance Group, a AAA Insurer",Data Scientist,"Dallas, TX",$105K - $123K (Employer est.),3.7,8d,1001 to 5000 Employees,1914.0,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,http://careers.csaa-insurance.aaa.com/,07-10-2021 23:57,0,105,123,114.0,TX,107.0,Texas
"JPMorgan Chase Bank, N.A.",Machine Learning Software Engineer,"Plano, TX",$78K - $160K (Glassdoor est.),3.6,24d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,07-10-2021 23:57,0,78,160,119.0,TX,222.0,Texas
Trust Technologies LLC,AI Machine Learning Engineer,"Irving, TX",$105K (Employer est.),,1d,,,,,,,,07-10-2021 23:57,0,105,105,105.0,TX,,Texas
Kinetix Trading Solutions Inc,Machine Learning Engineer,"Irving, TX",$66K - $139K (Glassdoor est.),3.3,30d+,51 to 200 Employees,2010.0,Company - Private,Brokerage Services,Finance,$1 to $5 million (USD),http://www.kinetixtt.com/,07-10-2021 23:57,0,66,139,102.5,TX,11.0,Texas
PepsiCo,DX Shopper Insights Senior Data Scientist,"Plano, TX",$78K - $125K (Glassdoor est.),3.9,2d,10000+ Employees,1965.0,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),http://www.pepsico.com/,07-10-2021 23:57,0,78,125,101.5,TX,56.0,Texas
"Amazon Web Services, Inc.",Associate Data & Machine Learning Engineer,"Dallas, TX",$83K (Employer est.),3.8,15d,10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),http://www.amazon.jobs/,07-10-2021 23:57,0,83,83,83.0,TX,27.0,Texas
Lennox International,Data Scientist II,"Richardson, TX",$76K - $114K (Glassdoor est.),3.6,30d+,5001 to 10000 Employees,1895.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),http://www.lennoxinternational.com/,07-10-2021 23:57,0,76,114,95.0,TX,126.0,Texas
Stryker,Associate Data Scientist (Hybrid),"Flower Mound, TX",$57K - $106K (Glassdoor est.),4.2,30d+,10000+ Employees,1941.0,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),http://www.stryker.com/,07-10-2021 23:57,0,57,106,81.5,TX,80.0,Texas
Walmart,Senior Data Scientist,"Dallas, TX",$77K - $141K (Glassdoor est.),3.3,24h,10000+ Employees,1994.0,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),http://careers.walmart.com/,07-10-2021 23:57,0,77,141,109.0,TX,27.0,Texas
Deloitte,Data Scientist - Sensing & Shaping,"Dallas, TX",$75K - $131K (Glassdoor est.),4.0,30d+,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,07-10-2021 23:57,0,75,131,103.0,TX,171.0,Texas
Deloitte,Data Scientist Specialist,"Arlington, TX",$70K - $116K (Glassdoor est.),4.0,30d+,10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),http://www.deloitte.com/,07-10-2021 23:57,0,70,116,93.0,TX,171.0,Texas
Trust Technologies LLC,AI Machine Learning Engineer,"Irving, TX",$105K (Employer est.),,1d,,,,,,,,07-10-2021 23:57,0,105,105,105.0,TX,,Texas
nFolks Ltd,Machine Learning Data Engineer,"Dallas, TX",$67K - $133K (Glassdoor est.),4.1,30d+,1 to 50 Employees,,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),http://www.nfolks.net/,07-10-2021 23:57,0,67,133,100.0,TX,,Texas
Altice,Data Scientist,"Plano, TX",$70K - $125K (Glassdoor est.),2.9,30d+,10000+ Employees,,Company - Public,,,Unknown / Non-Applicable,http://www.alticeusa.com/,07-10-2021 23:57,0,70,125,97.5,TX,,Texas
GameStop,Ecom Fraud Data Scientist,"Grapevine, TX",$61K - $143K (Glassdoor est.),2.9,8d,10000+ Employees,2000.0,Company - Public,Toy & Hobby Stores,Retail,$5 to $10 billion (USD),http://www.gamestop.com/,07-10-2021 23:57,0,61,143,102.0,TX,21.0,Texas
"JPMorgan Chase Bank, N.A.",Machine Learning & Data Engineer,"Plano, TX",$76K - $131K (Glassdoor est.),3.6,27d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,07-10-2021 23:57,0,76,131,103.5,TX,222.0,Texas
Sam's Club,Data Scientist - Sam's Club,"Dallas, TX",$62K - $125K (Glassdoor est.),3.3,24h,10000+ Employees,1983.0,Subsidiary or Business Segment,General Merchandise & Superstores,Retail,$10+ billion (USD),http://www.samsclub.com/,07-10-2021 23:57,0,62,125,93.5,TX,38.0,Texas
"JPMorgan Chase Bank, N.A.",Machine Learning Software Engineer,"Plano, TX",$78K - $160K (Glassdoor est.),3.6,24d,10000+ Employees,1799.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),http://www.chase.com/,07-10-2021 23:57,0,78,160,119.0,TX,222.0,Texas
PepsiCo,DX Shopper Insights Senior Data Scientist,"Plano, TX",$78K - $125K (Glassdoor est.),3.9,2d,,,,,,,,07-10-2021 23:57,0,78,125,101.5,TX,,Texas
Frontend Arts Inc,Sr. Data Scientist/Machine Learning Engineer,"Dallas, TX",$75K - $160K (Glassdoor est.),4.5,13d,1 to 50 Employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),http://www.frontendarts.com/,07-10-2021 23:57,0,75,160,117.5,TX,8.0,Texas
AT&T,Senior-Data Scientist,"Plano, TX",$69K - $133K (Glassdoor est.),3.7,23d,10000+ Employees,1983.0,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),http://www.att.jobs/,07-10-2021 23:57,0,69,133,101.0,TX,38.0,Texas
Acara Solutions,Data Scientist,"Dallas, TX",$120K - $130K (Employer est.),3.0,8d,10000+ Employees,1957.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,http://www.acarasolutions.com/,07-10-2021 23:57,0,120,130,125.0,TX,64.0,Texas
Avodah,Data Scientist,"Southlake, TX",$62K - $129K (Glassdoor est.),5.0,29d,1 to 50 Employees,2019.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),http://www.avodahmed.ai/,07-10-2021 23:57,0,62,129,95.5,TX,2.0,Texas
AT&T,Senior Data Analyst,"Dallas, TX",$85K - $170K (Employer est.),3.7,30d+,10000+ Employees,1983.0,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),http://www.att.jobs/,07-10-2021 23:57,0,85,170,127.5,TX,38.0,Texas
Kinetix Trading Solutions Inc,Machine Learning Engineer,"Irving, TX",$66K - $139K (Glassdoor est.),3.3,30d+,51 to 200 Employees,2010.0,Company - Private,Brokerage Services,Finance,$1 to $5 million (USD),http://www.kinetixtt.com/,07-10-2021 23:57,0,66,139,102.5,TX,11.0,Texas
